"Squad","Player","Starts_Playing","Min_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","Cmp_Total","Att_Total","Cmp_percent_Total","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Tkl_Tackles","TklW_Tackles","Blocks_Blocks","Int","Tkl+Int","Clr","Err","Fls","Fld","Off","Crs","Won_Aerial","Lost_Aerial","Won_percent_Aerial","GA","GA90","SoTA","Saves","Save_percent","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty"
"Liverpool","Florian Wirtz",6,593,0,0,0,0,0,0,1.2,1.2,1.1,2.3,19,44,47,0,0,0,0,0,0.18,0.16,0.35,0.18,0,10,3,30,1.52,0.46,0,0,17,252,329,76.6,1.1,1.1,-1.1,15,24,11,0,44,10,8,10,3,13,4,1,6,4,0,17,2,15,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Rayan Aït-Nouri",3,202,0,0,0,0,0,0,0,0,0.2,0.2,6,7,8,0,0,0,0,0,0.02,0.09,0.11,0.02,0,2,0,0,0.89,0,0,NA,24.9,105,121,86.8,0.2,0.5,-0.2,2,6,0,0,7,9,6,4,5,14,9,0,4,1,0,2,3,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Nathan Aké",1,205,0,0,0,0,0,0,0.3,0.3,0.1,0.4,4,20,2,0,0,0,0,0,0.12,0.04,0.16,0.12,0,3,0,0,1.32,0,0,NA,10.3,155,171,90.6,0.1,0.2,-0.1,1,18,3,2,20,3,3,1,1,4,9,1,0,4,0,2,5,2,71.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Oscar Bobb",4,394,0,1,1,0,0,0,0.4,0.4,0.6,1,15,16,47,0,0.23,0.23,0,0.23,0.08,0.14,0.22,0.08,0,3,0,0,0.69,0,0,NA,15.1,161,179,89.9,0.6,0.9,0.4,8,5,14,2,16,6,4,7,1,7,1,0,3,9,0,4,2,4,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Rayan Cherki",1,77,1,0,1,1,0,0,0.2,0.2,0.9,1,3,6,4,1.17,0,1.17,1.17,1.17,0.23,1,1.23,0.23,1,2,1,50,2.34,1.17,0.5,1,20.9,65,77,84.4,0.9,0.5,-0.9,2,7,3,0,6,4,1,1,2,6,0,0,1,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Rúben Dias",7,636,0,0,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,479,512,93.6,0,0.2,0,0,27,0,0,26,5,3,6,6,11,36,0,5,3,0,0,15,17,46.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Jeremy Doku",5,446,0,3,3,0,0,0,0.9,0.9,2.4,3.4,53,17,60,0,0.61,0.61,0,0.61,0.19,0.49,0.68,0.19,0,5,4,80,1.01,0.81,0,0,9.7,140,171,81.9,2.4,1.6,0.6,15,8,10,2,17,5,4,2,1,6,0,0,7,12,2,13,2,4,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Gianluigi Donnarumma",5,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,110,147,74.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,100,3,0.5,12,9,75,3,50,0,0,0,0,NA
"Manchester City","Phil Foden",5,443,1,0,1,1,0,0,0.8,0.8,0.7,1.5,6,26,23,0.2,0,0.2,0.2,0.2,0.17,0.14,0.3,0.17,1,10,3,30,2.03,0.61,0.1,0.33,18.3,254,310,81.9,0.7,1,-0.7,10,18,9,0,26,7,6,2,1,8,6,0,4,4,0,31,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Nicolás González",4,438,0,0,0,0,0,0,0.1,0.1,0.4,0.5,5,28,5,0,0,0,0,0,0.02,0.07,0.09,0.02,0,3,0,0,0.62,0,0,NA,25.4,337,374,90.1,0.4,0.4,-0.4,4,33,0,0,28,13,11,4,3,16,17,0,5,6,0,0,17,11,60.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Joško Gvardiol",4,339,0,1,1,0,0,0,0.1,0.1,0.3,0.4,3,21,0,0,0.27,0.27,0,0.27,0.02,0.08,0.11,0.02,0,3,1,33.3,0.8,0.27,0,0,21.1,242,268,90.3,0.3,0.2,0.7,2,27,3,1,21,3,3,6,4,7,20,1,1,1,0,1,6,4,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Erling Haaland",8,683,11,1,12,11,0,0,8.7,8.7,1.1,9.8,15,6,28,1.45,0.13,1.58,1.45,1.58,1.14,0.15,1.29,1.14,11,34,18,52.9,4.48,2.37,0.32,0.61,11.2,62,95,65.3,1.1,0.7,-0.1,4,5,1,0,6,1,0,2,0,1,15,0,7,5,0,0,18,6,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Abdukodir Khusanov",3,228,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,121,148,81.8,0,0,0,0,3,0,0,5,7,4,3,5,12,11,0,3,3,0,0,2,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Mateo Kovačić",0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,22,22,100,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Rico Lewis",2,175,0,1,1,0,0,0,0,0,1,1,2,19,9,0,0.51,0.51,0,0.51,0.01,0.52,0.53,0.01,0,1,0,0,0.51,0,0,NA,26.9,123,137,89.8,1,0.9,0,2,12,1,0,19,3,1,1,3,6,6,0,1,3,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Omar Marmoush",2,149,0,1,1,0,0,0,0.8,0.8,1,1.8,7,5,14,0,0.6,0.6,0,0.6,0.5,0.58,1.08,0.5,0,5,2,40,3.02,1.21,0,0,16,39,49,79.6,1,0.5,0,2,2,1,0,5,3,3,2,1,4,1,0,1,5,0,2,1,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Matheus Nunes",4,424,1,0,1,1,0,0,0.2,0.2,0.2,0.4,14,22,16,0.21,0,0.21,0.21,0.21,0.04,0.03,0.08,0.04,1,3,1,33.3,0.64,0.21,0.33,1,22.1,358,403,88.8,0.2,0.3,-0.2,2,25,3,0,22,6,3,6,2,8,22,1,3,4,0,3,9,4,69.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Nico O’Reilly",5,476,0,1,1,0,0,0,0.4,0.4,0.4,0.8,16,10,20,0,0.19,0.19,0,0.19,0.07,0.08,0.15,0.07,0,6,0,0,1.13,0,0,NA,21.3,266,319,83.4,0.4,0.4,0.6,5,8,4,2,10,19,8,6,5,24,15,0,5,2,0,5,8,15,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Tijjani Reijnders",8,665,1,2,3,1,0,0,1.3,1.3,1.4,2.7,18,30,27,0.14,0.27,0.41,0.14,0.41,0.18,0.19,0.37,0.18,1,17,5,29.4,2.3,0.68,0.06,0.2,18.8,340,389,87.4,1.4,0.6,0.6,9,29,5,0,30,6,3,1,2,8,13,1,5,7,1,14,2,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Rodri",4,292,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,19,5,0,0,0,0,0,0.04,0.03,0.07,0.04,0,3,1,33.3,0.92,0.31,0,0,19.8,209,241,86.7,0.1,0.2,-0.1,3,19,1,0,19,6,1,1,2,8,11,1,1,5,0,0,8,1,88.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Sávio",3,253,0,1,1,0,0,0,0.2,0.2,0.3,0.4,14,6,23,0,0.36,0.36,0,0.36,0.06,0.09,0.16,0.06,0,4,3,75,1.42,1.07,0,0,12.4,103,122,84.4,0.3,0.4,0.7,2,2,3,0,6,1,0,1,3,4,2,0,2,7,3,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","Bernardo Silva",4,405,0,1,1,0,0,0,0.1,0.1,1.7,1.8,7,18,22,0,0.22,0.22,0,0.22,0.01,0.38,0.4,0.01,0,1,0,0,0.22,0,0,NA,9,209,242,86.4,1.7,1.1,-0.7,8,22,4,2,18,7,4,4,3,10,8,0,7,5,0,12,2,4,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","John Stones",3,265,0,0,0,0,0,0,0,0,0,0,2,14,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,201,220,91.4,0,0,0,0,11,1,0,14,0,0,2,2,2,12,0,0,0,0,4,9,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester City","James Trafford",3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,88,118,74.6,0,0,0,0,0,0,0,0,2,1,0,0,2,5,1,0,1,0,0,1,0,100,4,1.33,15,11,80,1,33.3,1,1,0,0,0
"Manchester Utd","Altay Bayındır",6,540,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,NA,0,0,NA,NA,NA,122,192,63.5,0.2,0,-0.2,1,8,1,0,0,0,0,0,0,0,6,1,0,3,0,0,1,0,100,11,1.83,24,13,54.2,0,0,0,0,0,0,NA
"Manchester Utd","Casemiro",7,453,2,1,3,2,0,0,1.1,1.1,0.3,1.3,0,24,8,0.4,0.2,0.6,0.4,0.6,0.21,0.05,0.26,0.21,2,6,2,33.3,1.19,0.4,0.33,1,16.9,216,265,81.5,0.3,0.1,0.7,3,18,0,0,24,15,8,10,4,19,7,0,7,6,0,3,8,7,53.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester Utd","Matheus Cunha",6,522,1,0,1,1,0,0,1.5,1.5,0.5,1.9,16,22,26,0.17,0,0.17,0.17,0.17,0.25,0.08,0.33,0.25,1,19,9,47.4,3.28,1.55,0.05,0.11,19.7,131,161,81.4,0.5,0.9,-0.5,6,11,8,3,22,7,4,8,4,11,4,0,4,14,1,11,3,17,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester Utd","Diogo Dalot",6,516,0,1,1,0,0,0,0.1,0.1,1,1.1,15,15,35,0,0.17,0.17,0,0.17,0.01,0.18,0.19,0.01,0,3,0,0,0.52,0,0,NA,21.3,189,250,75.6,1,0.9,0,8,8,8,5,15,11,6,2,4,15,22,2,5,1,2,15,4,2,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester Utd","Amad Diallo",7,574,0,1,1,0,0,0,1.9,1.9,1.2,3.1,37,27,47,0,0.16,0.16,0,0.16,0.3,0.19,0.49,0.3,0,11,4,36.4,1.72,0.63,0,0,14.5,238,267,89.1,1.2,1,-0.2,10,9,10,1,27,13,9,6,4,17,12,0,3,11,4,6,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester Utd","Patrick Dorgu",5,524,0,1,1,0,0,0,0.2,0.2,0.9,1.1,17,8,44,0,0.17,0.17,0,0.17,0.04,0.15,0.19,0.04,0,4,0,0,0.69,0,0,NA,21.1,163,228,71.5,0.9,0.6,0.1,7,5,7,3,8,20,15,5,8,28,12,0,10,19,3,18,16,15,51.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester Utd","Bruno Fernandes",9,800,2,1,3,1,1,3,4.3,1.9,2,3.9,14,72,27,0.23,0.11,0.34,0.11,0.23,0.48,0.22,0.71,0.22,2,19,6,31.6,2.14,0.68,0.05,0.17,21,425,548,77.6,2,1.6,-1,24,56,14,2,72,18,10,6,4,22,19,0,7,18,0,35,6,10,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester Utd","Ayden Heaven",0,30,0,1,1,0,0,0,0,0,0.3,0.3,0,1,0,0,3,3,0,3,0,0.95,0.95,0,0,0,0,NA,0,0,NA,NA,NA,13,14,92.9,0.3,0.1,0.7,1,2,1,0,1,1,1,1,0,1,2,0,0,0,0,0,1,2,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester Utd","Senne Lammens",3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,55,144,38.2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,100,3,1,14,11,78.6,1,33.3,0,0,0,0,NA
"Manchester Utd","Matthijs de Ligt",9,810,0,0,0,0,0,0,0.9,0.9,0.5,1.4,3,16,6,0,0,0,0,0,0.1,0.06,0.16,0.1,0,6,1,16.7,0.67,0.11,0,0,9.3,360,415,86.7,0.5,0.5,-0.5,2,18,4,3,16,15,12,10,9,24,48,1,5,4,0,4,27,20,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester Utd","Harry Maguire",3,274,1,1,2,1,0,0,0.3,0.3,0.4,0.7,1,12,2,0.33,0.33,0.66,0.33,0.66,0.1,0.12,0.22,0.1,1,4,1,25,1.31,0.33,0.25,1,8.2,105,131,80.2,0.4,0,0.6,1,6,0,0,12,1,1,1,3,4,18,1,4,0,0,0,14,6,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester Utd","Kobbie Mainoo",0,144,0,0,0,0,0,0,0.1,0.1,0.2,0.2,5,7,4,0,0,0,0,0,0.04,0.11,0.15,0.04,0,2,0,0,1.25,0,0,NA,25.1,70,81,86.4,0.2,0.1,-0.2,4,8,2,1,7,6,3,3,1,7,3,1,1,1,1,2,1,6,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester Utd","Noussair Mazraoui",2,131,0,0,0,0,0,0,0,0,0,0,6,19,13,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,74,97,76.3,0,0.1,0,0,12,2,2,19,8,5,3,2,10,5,0,2,3,0,5,2,1,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester Utd","Bryan Mbeumo",9,775,4,1,5,4,0,0,2.9,2.9,2.3,5.2,27,20,82,0.46,0.12,0.58,0.46,0.58,0.33,0.27,0.6,0.33,4,23,12,52.2,2.67,1.39,0.17,0.33,15,220,297,74.1,2.3,2,-1.3,16,12,15,7,20,2,1,7,1,3,2,0,5,13,2,41,1,25,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester Utd","Mason Mount",5,332,1,0,1,1,0,0,0.5,0.5,0.5,1,5,19,15,0.27,0,0.27,0.27,0.27,0.14,0.13,0.26,0.14,1,6,2,33.3,1.63,0.54,0.17,0.5,15,88,119,73.9,0.5,0.5,-0.5,6,16,3,0,19,7,4,3,1,8,1,0,4,3,0,3,4,4,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester Utd","Benjamin Šeško",5,498,2,1,3,2,0,0,1.8,1.8,0.3,2.2,3,9,20,0.36,0.18,0.54,0.36,0.54,0.33,0.06,0.39,0.33,2,15,7,46.7,2.71,1.27,0.13,0.29,13.2,63,101,62.4,0.3,0.2,0.7,7,5,2,0,9,3,1,5,2,5,7,0,9,2,1,0,25,26,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester Utd","Luke Shaw",9,753,0,1,1,0,0,0,0.1,0.1,0.1,0.2,8,34,7,0,0.12,0.12,0,0.12,0.01,0.01,0.02,0.01,0,1,0,0,0.12,0,0,NA,8.9,383,456,84,0.1,0.1,0.9,2,30,2,0,34,16,7,9,7,23,20,0,9,1,0,1,13,8,61.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester Utd","Manuel Ugarte",2,285,0,0,0,0,0,0,0,0,0,0.1,4,19,3,0,0,0,0,0,0.02,0.01,0.02,0.02,0,2,0,0,0.63,0,0,NA,30.6,122,144,84.7,0,0,0,1,17,0,0,19,15,10,5,4,19,10,0,9,4,0,0,6,2,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester Utd","Leny Yoro",6,547,0,0,0,0,0,0,0.3,0.3,0,0.3,5,20,3,0,0,0,0,0,0.05,0,0.05,0.05,0,3,0,0,0.49,0,0,NA,8.2,264,304,86.8,0,0.1,0,1,17,1,1,20,8,5,3,11,19,24,1,4,0,0,1,14,6,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchester Utd","Joshua Zirkzee",0,86,0,0,0,0,0,0,0.8,0.8,0,0.8,0,4,5,0,0,0,0,0,0.81,0.05,0.86,0.81,0,8,1,12.5,8.37,1.05,0,0,10.7,29,36,80.6,0,0,0,1,3,0,0,4,2,1,4,0,2,0,0,0,1,0,1,4,8,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Harvey Barnes",3,368,0,0,0,0,0,0,0.9,0.9,0.8,1.8,17,16,40,0,0,0,0,0,0.23,0.21,0.43,0.23,0,9,2,22.2,2.2,0.49,0,0,19.5,82,113,72.6,0.8,0.9,-0.8,6,6,9,4,16,2,1,4,0,2,2,0,3,6,1,17,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Sven Botman",6,488,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,12,0,0,0,0,0,0,0.02,0.04,0.06,0.02,0,2,1,50,0.37,0.18,0,0,9,249,289,86.2,0.2,0.3,-0.2,2,3,0,0,12,4,2,10,5,9,36,1,5,0,0,0,14,10,58.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Dan Burn",9,810,0,1,1,0,0,0,0.1,0.1,0.1,0.2,3,26,11,0,0.11,0.11,0,0.11,0.01,0.01,0.02,0.01,0,2,0,0,0.22,0,0,NA,11.1,291,411,70.8,0.1,0.2,0.9,3,16,4,1,26,13,8,7,12,25,44,0,17,6,0,6,30,30,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Anthony Elanga",4,389,0,0,0,0,0,0,0.8,0.8,0.6,1.3,17,6,56,0,0,0,0,0,0.18,0.13,0.31,0.18,0,4,1,25,0.93,0.23,0,0,12.9,105,160,65.6,0.6,0.3,-0.6,6,5,6,5,6,2,2,1,1,3,5,0,0,9,0,34,3,7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Anthony Gordon",6,413,0,0,0,0,0,0,1.3,1.3,1,2.3,17,12,33,0,0,0,0,0,0.29,0.21,0.5,0.29,0,13,4,30.8,2.83,0.87,0,0,18.4,95,127,74.8,1,0.6,-1,7,10,3,1,12,5,3,3,0,5,1,0,7,12,1,11,4,2,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Bruno Guimarães",8,715,3,0,3,3,0,0,1.5,1.5,0.5,1.9,7,55,20,0.38,0,0.38,0.38,0.38,0.19,0.06,0.25,0.19,3,12,4,33.3,1.51,0.5,0.25,0.75,17.8,296,358,82.7,0.5,0.9,-0.5,11,38,12,0,55,18,13,3,2,20,2,0,19,25,1,5,5,13,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Lewis Hall",1,135,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0.02,0,0.02,0.02,0,1,0,0,0.67,0,0,NA,26.2,52,78,66.7,0,0,0,0,5,1,0,9,6,3,3,2,8,3,0,1,4,0,7,1,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Joelinton",7,534,0,0,0,0,0,0,0.6,0.6,0.9,1.5,9,32,20,0,0,0,0,0,0.11,0.15,0.26,0.11,0,7,2,28.6,1.18,0.34,0,0,17.1,161,198,81.3,0.9,0.4,-0.9,5,22,1,0,32,13,5,7,9,22,9,1,8,8,0,1,13,11,54.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Jamaal Lascelles",0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.16,0,0.16,0.16,0,1,0,0,4.29,0,0,NA,12.2,6,8,75,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Valentino Livramento",6,526,0,1,1,0,0,0,0,0,0.2,0.2,14,24,38,0,0.17,0.17,0,0.17,0,0.03,0.03,0,0,0,0,NA,0,0,NA,NA,NA,235,289,81.3,0.2,0.4,0.8,3,24,5,2,24,6,4,1,2,8,11,0,3,8,0,13,3,1,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Lewis Miley",2,274,0,1,1,0,0,0,0,0,0.3,0.3,2,10,9,0,0.33,0.33,0,0.33,0.01,0.09,0.1,0.01,0,1,0,0,0.33,0,0,NA,25,138,162,85.2,0.3,0.3,0.7,4,10,1,0,10,3,1,4,6,9,1,1,0,0,1,1,4,1,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Jacob Murphy",5,416,1,1,2,1,0,0,2,2,1.1,3.1,12,11,60,0.22,0.22,0.43,0.22,0.43,0.44,0.24,0.68,0.44,1,20,8,40,4.33,1.73,0.05,0.13,21.2,95,155,61.3,1.1,0.9,-0.1,4,11,8,3,11,2,2,10,0,2,4,0,0,2,1,27,3,1,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","William Osula",1,174,1,0,1,1,0,0,0.5,0.5,0.1,0.6,3,2,10,0.52,0,0.52,0.52,0.52,0.28,0.04,0.32,0.28,1,5,2,40,2.59,1.03,0.2,0.5,15.4,18,21,85.7,0.1,0,-0.1,1,1,0,0,2,1,0,1,0,1,0,0,13,1,0,0,4,7,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Nick Pope",9,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,174,263,66.2,0,0,0,0,0,0,0,0,1,1,0,0,1,9,0,0,0,0,0,7,0,100,8,0.89,34,26,76.5,5,55.6,0,0,0,0,NA
"Newcastle Utd","Jacob Ramsey",1,81,0,0,0,0,0,0,0,0,0.3,0.3,5,5,5,0,0,0,0,0,0.03,0.35,0.38,0.03,0,1,0,0,1.11,0,0,NA,17.4,39,43,90.7,0.3,0.1,-0.3,4,1,1,1,5,1,0,0,0,1,1,0,0,0,0,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Fabian Schär",4,380,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,17,1,0,0,0,0,0,0.02,0.03,0.05,0.02,0,4,0,0,0.95,0,0,NA,39.8,209,252,82.9,0.1,0.1,-0.1,2,21,1,0,17,5,4,6,8,13,25,1,5,3,0,2,16,6,72.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Malick Thiaw",5,453,0,0,0,0,0,0,0.6,0.6,0.3,0.9,4,24,3,0,0,0,0,0,0.13,0.06,0.18,0.13,0,6,2,33.3,1.19,0.4,0,0,13.2,201,230,87.4,0.3,0.3,-0.3,1,16,1,0,24,7,4,7,9,16,24,0,4,2,0,1,21,8,72.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Sandro Tonali",8,704,0,1,1,0,0,0,0.4,0.4,1.6,2.1,17,58,17,0,0.13,0.13,0,0.13,0.06,0.21,0.27,0.06,0,12,5,41.7,1.53,0.64,0,0,22.6,370,460,80.4,1.6,1.1,-0.6,14,50,7,2,58,12,8,12,10,22,7,1,3,9,0,29,1,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Kieran Trippier",7,609,0,0,0,0,0,0,0,0,0.8,0.8,9,64,33,0,0,0,0,0,0,0.12,0.12,0,0,0,0,NA,0,0,NA,NA,NA,411,514,80,0.8,0.8,-0.8,14,41,10,2,64,9,5,7,4,13,19,0,11,6,0,40,9,5,64.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Joe Willock",1,87,0,0,0,0,0,0,0.1,0.1,0,0.1,3,1,4,0,0,0,0,0,0.09,0,0.09,0.09,0,1,0,0,1.03,0,0,NA,13,15,20,75,0,0,0,0,1,0,0,1,4,4,1,1,5,2,0,2,1,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newcastle Utd","Nick Woltemade",6,477,4,0,4,3,1,1,3,2.2,0.2,2.4,3,9,20,0.75,0,0.75,0.57,0.57,0.57,0.04,0.61,0.42,4,12,3,25,2.26,0.57,0.25,1,10.6,70,91,76.9,0.2,0.2,-0.2,3,4,3,0,9,6,4,2,2,8,3,0,6,9,1,1,8,16,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nott'ham Forest","Ola Aina",3,270,0,0,0,0,0,0,0,0,0.1,0.2,5,11,8,0,0,0,0,0,0.01,0.05,0.06,0.01,0,2,0,0,0.67,0,0,NA,24.6,125,157,79.6,0.1,0.3,-0.1,2,13,2,1,11,6,3,1,5,11,14,0,5,3,0,13,4,2,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nott'ham Forest","Elliot Anderson",8,720,0,1,1,0,0,0,0.6,0.6,1.3,1.9,12,71,25,0,0.12,0.12,0,0.12,0.08,0.17,0.24,0.08,0,9,2,22.2,1.13,0.25,0,0,21.2,569,667,85.3,1.3,1,-0.3,10,68,11,4,71,22,12,11,7,29,8,1,9,19,1,35,10,10,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
